policy_num,base_policy,day_claimed,week_claimed,month_claimed,deductible,days_policy_claim,past_num_claims,address_change_claim,agent_type,rep_num,is_fraud,age,sex,age_group,num_cars,vehicle_age,vehicle_category,vehicle_price,make,accident_area,fault,witness_present,police_report_filed
11368,collision,monday,5,may,400,more than 30,2 to 4,no change,external,4,0,72,male,over 65,1 vehicle,> 7 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
11369,all perils,monday,2,apr,400,more than 30,1,no change,external,7,0,35,female,31 to 35,1 vehicle,<= 1 year,sedan,more than 69000,honda,urban,third party,no,no
11370,all perils,monday,3,may,400,more than 30,2 to 4,no change,external,1,0,39,male,36 to 40,1 vehicle,> 7 years,sedan,30000 to 39000,acura,rural,policy holder,no,no
11371,collision,monday,1,may,400,more than 30,1,no change,external,5,0,52,male,41 to 50,1 vehicle,7 years,sedan,20000 to 29000,mazda,urban,third party,no,no
11372,all perils,friday,4,apr,400,more than 30,1,no change,external,13,0,36,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
11373,all perils,tuesday,2,apr,400,more than 30,1,no change,external,3,0,33,female,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
11374,collision,monday,3,mar,500,more than 30,2 to 4,2 to 3 years,external,2,1,41,male,36 to 40,1 vehicle,7 years,sport,more than 69000,honda,urban,third party,no,no
11375,all perils,wednesday,1,feb,400,more than 30,none,no change,external,2,0,40,female,36 to 40,1 vehicle,5 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
11376,collision,wednesday,3,sep,400,more than 30,none,1 year,external,9,0,46,male,41 to 50,1 vehicle,6 years,sedan,20000 to 29000,honda,urban,policy holder,no,no
11377,collision,friday,2,apr,400,more than 30,1,no change,external,5,0,51,male,41 to 50,1 vehicle,> 7 years,sedan,20000 to 29000,mazda,urban,third party,no,no
11378,liability,thursday,1,sep,400,more than 30,2 to 4,no change,external,12,0,27,female,31 to 35,1 vehicle,5 years,sport,more than 69000,toyota,urban,policy holder,no,no
11379,liability,monday,5,aug,400,more than 30,more than 4,no change,external,6,0,46,male,41 to 50,1 vehicle,> 7 years,sport,30000 to 39000,chevrolet,urban,policy holder,no,no
11380,liability,wednesday,3,aug,400,more than 30,1,no change,external,1,0,30,male,31 to 35,1 vehicle,6 years,sport,30000 to 39000,dodge,urban,policy holder,no,no
11381,all perils,thursday,4,mar,400,more than 30,1,no change,external,16,0,45,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,third party,no,no
11382,collision,friday,1,apr,400,more than 30,2 to 4,no change,external,4,0,31,male,31 to 35,1 vehicle,7 years,sedan,30000 to 39000,pontiac,urban,policy holder,no,no
11383,liability,monday,4,apr,400,more than 30,2 to 4,4 to 8 years,external,8,0,68,male,over 65,2 vehicles,> 7 years,sport,20000 to 29000,toyota,urban,policy holder,no,no
11384,collision,monday,5,may,400,more than 30,2 to 4,no change,external,6,0,39,male,36 to 40,1 vehicle,> 7 years,sedan,20000 to 29000,honda,urban,policy holder,no,no
11385,collision,friday,4,may,400,more than 30,none,no change,external,8,0,28,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,toyota,rural,policy holder,no,no
11386,liability,tuesday,2,jul,400,more than 30,2 to 4,no change,external,3,0,43,male,36 to 40,1 vehicle,7 years,sport,20000 to 29000,honda,urban,policy holder,no,no
11387,all perils,tuesday,2,jul,400,more than 30,none,no change,external,2,0,31,female,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,mazda,urban,third party,no,no
11388,collision,thursday,3,dec,400,more than 30,none,no change,external,5,0,29,male,31 to 35,1 vehicle,6 years,sport,more than 69000,mazda,urban,policy holder,no,no
11389,liability,thursday,2,nov,400,more than 30,2 to 4,no change,external,7,0,40,male,36 to 40,1 vehicle,> 7 years,sport,more than 69000,vw,urban,policy holder,no,no
11390,collision,tuesday,4,oct,400,more than 30,none,no change,external,2,0,24,male,26 to 30,1 vehicle,4 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
11391,collision,monday,5,nov,400,more than 30,1,no change,external,4,0,35,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,chevrolet,urban,third party,no,no
11392,collision,wednesday,2,apr,400,more than 30,1,no change,external,3,0,47,male,41 to 50,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,yes
11393,all perils,thursday,1,apr,400,more than 30,none,no change,external,15,0,35,male,31 to 35,1 vehicle,6 years,sedan,30000 to 39000,pontiac,urban,third party,no,no
11394,liability,wednesday,3,apr,400,more than 30,none,no change,external,6,0,26,male,31 to 35,1 vehicle,6 years,sport,20000 to 29000,mazda,urban,policy holder,no,yes
11395,all perils,tuesday,3,apr,400,more than 30,none,no change,external,16,0,18,male,21 to 25,1 vehicle,3 years,sedan,more than 69000,chevrolet,urban,policy holder,no,no
11396,all perils,wednesday,3,apr,400,more than 30,none,no change,external,5,0,35,female,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
11397,liability,monday,5,jul,400,more than 30,1,no change,external,4,0,34,female,31 to 35,1 vehicle,7 years,sport,more than 69000,toyota,urban,policy holder,no,no
11398,all perils,thursday,4,aug,400,more than 30,2 to 4,no change,external,10,0,54,male,41 to 50,1 vehicle,7 years,sedan,30000 to 39000,nissan,urban,third party,no,no
11399,collision,tuesday,5,aug,400,more than 30,none,no change,external,9,0,37,male,36 to 40,3 to 4,> 7 years,sedan,30000 to 39000,ford,urban,policy holder,no,no
11400,collision,friday,3,oct,400,more than 30,2 to 4,no change,external,13,0,32,male,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,chevrolet,rural,third party,no,no
11401,collision,thursday,3,dec,400,more than 30,1,no change,external,1,0,43,male,36 to 40,1 vehicle,> 7 years,sedan,less than 20000,pontiac,urban,third party,no,no
11402,collision,monday,2,dec,400,more than 30,1,no change,external,9,0,36,male,36 to 40,1 vehicle,7 years,sedan,30000 to 39000,honda,urban,policy holder,no,no
11403,liability,thursday,4,dec,400,more than 30,2 to 4,no change,external,11,0,48,female,41 to 50,1 vehicle,> 7 years,sport,30000 to 39000,honda,urban,policy holder,no,no
11404,all perils,wednesday,2,dec,400,more than 30,none,4 to 8 years,external,10,0,33,female,31 to 35,2 vehicles,6 years,sedan,less than 20000,mazda,urban,policy holder,no,no
11405,liability,wednesday,3,dec,400,more than 30,2 to 4,no change,external,1,0,40,male,36 to 40,1 vehicle,6 years,sport,20000 to 29000,chevrolet,urban,policy holder,no,yes
11406,collision,monday,3,dec,400,more than 30,2 to 4,no change,external,13,0,69,male,over 65,1 vehicle,> 7 years,sedan,20000 to 29000,honda,urban,policy holder,no,no
11407,collision,thursday,4,dec,400,more than 30,none,no change,external,8,0,46,male,41 to 50,1 vehicle,> 7 years,sedan,30000 to 39000,toyota,urban,third party,no,no
11408,collision,tuesday,3,oct,400,more than 30,2 to 4,no change,external,16,0,43,male,36 to 40,1 vehicle,7 years,sedan,30000 to 39000,mazda,rural,policy holder,no,no
11409,collision,friday,2,sep,400,more than 30,2 to 4,no change,external,13,0,46,female,41 to 50,1 vehicle,5 years,sedan,20000 to 29000,honda,urban,policy holder,no,yes
11410,collision,thursday,3,jul,400,more than 30,2 to 4,no change,external,5,0,50,male,41 to 50,1 vehicle,> 7 years,sedan,30000 to 39000,pontiac,urban,policy holder,no,no
11411,collision,wednesday,4,apr,400,more than 30,1,no change,external,6,1,51,female,41 to 50,1 vehicle,> 7 years,sedan,30000 to 39000,pontiac,urban,policy holder,no,no
11412,liability,wednesday,1,may,400,more than 30,more than 4,no change,internal,6,0,63,male,51 to 65,1 vehicle,> 7 years,sport,30000 to 39000,toyota,urban,policy holder,no,yes
11413,collision,monday,2,apr,400,more than 30,1,no change,external,3,1,44,male,36 to 40,1 vehicle,7 years,sedan,30000 to 39000,pontiac,rural,policy holder,no,no
11414,all perils,thursday,2,apr,400,more than 30,1,no change,external,7,0,77,male,over 65,1 vehicle,> 7 years,sedan,less than 20000,ford,urban,policy holder,no,no
11415,all perils,tuesday,1,may,400,more than 30,2 to 4,no change,external,12,1,36,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
11416,collision,tuesday,4,dec,400,more than 30,none,no change,external,11,0,57,male,51 to 65,1 vehicle,7 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
11417,liability,thursday,5,dec,400,more than 30,2 to 4,no change,external,13,0,29,male,31 to 35,1 vehicle,6 years,sport,20000 to 29000,mazda,urban,policy holder,no,no
11418,collision,monday,4,dec,400,more than 30,2 to 4,no change,external,13,0,31,male,31 to 35,1 vehicle,6 years,sedan,more than 69000,honda,urban,policy holder,no,no
11419,collision,monday,1,dec,400,more than 30,2 to 4,no change,external,2,0,34,female,31 to 35,1 vehicle,5 years,sedan,more than 69000,pontiac,urban,policy holder,no,no
11420,liability,thursday,4,nov,400,more than 30,2 to 4,no change,external,7,0,29,male,31 to 35,1 vehicle,6 years,sport,more than 69000,honda,urban,policy holder,no,no
11421,liability,tuesday,4,dec,400,more than 30,2 to 4,no change,external,12,0,31,male,31 to 35,1 vehicle,6 years,sport,20000 to 29000,toyota,urban,policy holder,no,no
11422,collision,tuesday,2,nov,400,more than 30,none,no change,external,6,0,64,male,51 to 65,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
11423,liability,tuesday,4,oct,400,more than 30,none,no change,external,5,0,26,male,31 to 35,1 vehicle,5 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
11424,all perils,wednesday,5,sep,400,more than 30,more than 4,no change,external,2,0,49,male,41 to 50,1 vehicle,> 7 years,utility,more than 69000,pontiac,rural,policy holder,no,no
11425,liability,friday,4,sep,500,more than 30,1,2 to 3 years,external,8,0,36,female,36 to 40,2 vehicles,7 years,sport,20000 to 29000,mazda,rural,policy holder,no,no
11426,all perils,tuesday,2,sep,400,more than 30,none,no change,external,8,0,56,male,51 to 65,1 vehicle,7 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
11427,collision,tuesday,4,aug,400,more than 30,none,no change,external,4,0,38,male,36 to 40,1 vehicle,> 7 years,sedan,30000 to 39000,honda,urban,policy holder,no,no
11428,all perils,monday,4,aug,400,more than 30,1,no change,external,2,0,61,male,51 to 65,1 vehicle,> 7 years,sedan,20000 to 29000,chevrolet,urban,policy holder,no,no
11429,all perils,friday,1,sep,400,more than 30,more than 4,no change,external,7,0,44,male,36 to 40,1 vehicle,7 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
11430,all perils,tuesday,5,jun,400,more than 30,none,no change,external,2,0,39,male,36 to 40,1 vehicle,> 7 years,sedan,20000 to 29000,chevrolet,urban,policy holder,no,no
11431,collision,thursday,3,jun,400,more than 30,more than 4,no change,external,11,0,48,male,41 to 50,1 vehicle,> 7 years,sedan,20000 to 29000,toyota,rural,policy holder,no,no
11432,collision,wednesday,4,may,400,more than 30,2 to 4,no change,external,4,0,49,male,41 to 50,1 vehicle,7 years,sedan,30000 to 39000,acura,urban,policy holder,no,no
11433,all perils,wednesday,1,may,400,more than 30,2 to 4,no change,external,14,0,34,male,31 to 35,1 vehicle,6 years,sedan,30000 to 39000,pontiac,urban,policy holder,no,no
11434,all perils,monday,1,may,400,more than 30,2 to 4,no change,external,2,0,46,male,41 to 50,1 vehicle,> 7 years,sedan,20000 to 29000,mazda,urban,policy holder,no,no
11435,liability,monday,4,apr,400,more than 30,none,no change,external,1,0,60,male,51 to 65,1 vehicle,6 years,sport,20000 to 29000,mazda,rural,third party,no,no
11436,collision,monday,3,apr,400,more than 30,1,no change,external,6,0,30,male,31 to 35,1 vehicle,6 years,sport,more than 69000,mazda,rural,third party,no,no
11437,collision,friday,1,apr,400,more than 30,2 to 4,no change,external,15,0,43,male,36 to 40,1 vehicle,> 7 years,sedan,more than 69000,mazda,urban,third party,no,no
11438,collision,tuesday,1,sep,400,8 to 15,none,no change,external,5,0,49,male,41 to 50,1 vehicle,7 years,sedan,20000 to 29000,mazda,urban,third party,no,no
11439,collision,thursday,1,sep,400,more than 30,1,no change,external,7,0,44,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,ford,urban,third party,no,no
11440,liability,monday,3,sep,400,more than 30,2 to 4,no change,external,4,0,31,female,31 to 35,3 to 4,6 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
11441,all perils,thursday,1,feb,400,more than 30,1,no change,external,4,0,32,male,31 to 35,1 vehicle,7 years,sedan,30000 to 39000,honda,urban,third party,no,no
11442,liability,tuesday,4,mar,400,more than 30,1,no change,external,5,0,55,male,41 to 50,1 vehicle,> 7 years,sport,20000 to 29000,pontiac,urban,third party,no,no
11443,liability,tuesday,4,may,400,more than 30,2 to 4,no change,external,9,0,44,male,36 to 40,1 vehicle,7 years,sport,30000 to 39000,pontiac,rural,policy holder,no,no
11444,collision,tuesday,4,may,400,more than 30,1,no change,external,10,0,35,male,31 to 35,1 vehicle,5 years,sedan,20000 to 29000,chevrolet,urban,third party,no,no
11445,collision,monday,1,jul,400,more than 30,1,no change,external,5,0,27,female,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,chevrolet,urban,third party,no,no
11446,liability,wednesday,4,nov,400,more than 30,2 to 4,4 to 8 years,external,14,0,42,male,36 to 40,2 vehicles,> 7 years,sport,30000 to 39000,chevrolet,urban,policy holder,no,no
11447,liability,monday,1,oct,400,more than 30,2 to 4,no change,external,10,0,29,male,31 to 35,1 vehicle,5 years,sport,20000 to 29000,honda,urban,policy holder,no,no
11448,collision,wednesday,4,apr,400,more than 30,2 to 4,no change,external,10,1,50,male,41 to 50,1 vehicle,> 7 years,sedan,40000 to 59000,acura,urban,policy holder,no,no
11449,liability,wednesday,2,jun,400,more than 30,more than 4,no change,external,2,0,29,male,31 to 35,1 vehicle,6 years,sport,30000 to 39000,pontiac,urban,third party,no,no
11450,all perils,thursday,1,may,400,more than 30,1,no change,external,9,0,42,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,third party,no,no
11451,all perils,tuesday,4,apr,400,more than 30,none,no change,external,16,1,35,male,31 to 35,1 vehicle,6 years,sedan,30000 to 39000,honda,urban,policy holder,no,no
11452,liability,thursday,2,sep,400,more than 30,more than 4,no change,external,2,0,77,male,over 65,1 vehicle,> 7 years,sport,less than 20000,pontiac,urban,policy holder,no,no
11453,all perils,friday,2,sep,400,more than 30,1,no change,external,10,0,43,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,honda,urban,policy holder,no,no
11454,all perils,thursday,1,oct,400,more than 30,2 to 4,no change,external,10,0,37,male,36 to 40,1 vehicle,> 7 years,sedan,20000 to 29000,ford,urban,policy holder,no,no
11455,liability,thursday,5,dec,400,more than 30,1,no change,external,14,0,32,male,31 to 35,1 vehicle,5 years,sport,30000 to 39000,mazda,urban,policy holder,no,no
11456,all perils,monday,4,feb,400,more than 30,more than 4,no change,external,14,0,50,male,41 to 50,1 vehicle,> 7 years,sedan,30000 to 39000,acura,urban,policy holder,no,no
11457,all perils,wednesday,1,mar,400,more than 30,none,no change,external,14,0,33,male,31 to 35,1 vehicle,7 years,sedan,30000 to 39000,acura,urban,policy holder,no,no
11458,collision,friday,1,aug,400,more than 30,none,no change,external,13,0,31,male,31 to 35,1 vehicle,7 years,sedan,40000 to 59000,pontiac,urban,policy holder,no,no
11459,collision,monday,2,aug,400,more than 30,none,no change,external,13,0,38,male,36 to 40,1 vehicle,7 years,sedan,30000 to 39000,pontiac,urban,third party,no,no
11460,collision,monday,4,jul,400,more than 30,2 to 4,no change,external,1,0,41,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,pontiac,rural,policy holder,no,no
11461,collision,thursday,1,may,400,more than 30,2 to 4,no change,external,7,0,60,female,51 to 65,1 vehicle,> 7 years,sedan,30000 to 39000,mazda,urban,third party,no,no
11462,all perils,tuesday,3,apr,400,more than 30,2 to 4,no change,external,2,0,29,male,31 to 35,1 vehicle,6 years,sedan,40000 to 59000,ford,urban,third party,no,no
11463,all perils,tuesday,3,dec,400,more than 30,1,no change,external,9,0,44,female,36 to 40,1 vehicle,7 years,sedan,less than 20000,toyota,urban,third party,no,no
11464,liability,thursday,3,dec,400,more than 30,1,no change,external,1,0,51,female,41 to 50,1 vehicle,7 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
11465,liability,friday,2,may,400,more than 30,2 to 4,no change,external,4,0,30,male,31 to 35,1 vehicle,5 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
11466,liability,thursday,1,jun,400,more than 30,2 to 4,no change,external,4,0,47,male,41 to 50,1 vehicle,> 7 years,sport,30000 to 39000,mazda,urban,policy holder,no,no
11467,all perils,tuesday,1,apr,400,more than 30,1,1 year,external,11,0,50,male,41 to 50,2 vehicles,5 years,sedan,more than 69000,chevrolet,urban,policy holder,no,no
11468,collision,thursday,4,apr,400,more than 30,2 to 4,no change,external,2,0,55,male,41 to 50,1 vehicle,<= 1 year,sedan,more than 69000,honda,urban,policy holder,no,no
11469,collision,monday,2,apr,400,more than 30,2 to 4,no change,external,3,0,28,female,31 to 35,1 vehicle,6 years,sedan,30000 to 39000,mazda,urban,policy holder,no,no
11470,liability,friday,1,may,400,more than 30,more than 4,no change,external,10,0,61,male,51 to 65,1 vehicle,> 7 years,sport,20000 to 29000,chevrolet,urban,policy holder,no,no
11471,all perils,friday,2,may,700,more than 30,2 to 4,no change,external,15,0,39,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
11472,collision,wednesday,2,may,400,more than 30,1,no change,external,2,0,35,male,31 to 35,1 vehicle,7 years,sedan,30000 to 39000,saab,urban,policy holder,no,no
11473,collision,monday,2,aug,400,more than 30,none,no change,external,5,0,28,male,31 to 35,1 vehicle,5 years,sedan,20000 to 29000,mazda,urban,third party,no,no
11474,collision,monday,4,jul,400,more than 30,more than 4,no change,external,13,0,49,male,41 to 50,1 vehicle,7 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
11475,all perils,wednesday,3,aug,400,more than 30,none,no change,external,7,0,57,male,51 to 65,1 vehicle,> 7 years,sedan,20000 to 29000,toyota,urban,third party,no,no
11476,liability,wednesday,1,sep,400,more than 30,more than 4,2 to 3 years,external,13,0,23,male,26 to 30,1 vehicle,5 years,sport,30000 to 39000,honda,urban,policy holder,no,no
11477,collision,tuesday,4,nov,400,more than 30,2 to 4,no change,external,1,0,18,female,21 to 25,1 vehicle,2 years,sedan,30000 to 39000,honda,urban,policy holder,no,no
11478,all perils,thursday,3,apr,400,more than 30,1,no change,external,6,0,42,male,36 to 40,1 vehicle,7 years,sedan,more than 69000,chevrolet,urban,third party,no,no
11479,all perils,friday,5,jul,400,more than 30,none,no change,external,13,0,33,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,pontiac,rural,policy holder,no,no
11480,all perils,friday,5,apr,400,more than 30,none,no change,external,16,0,29,male,31 to 35,1 vehicle,7 years,sedan,30000 to 39000,honda,urban,third party,no,no
11481,collision,monday,2,may,400,more than 30,none,no change,external,2,0,28,male,31 to 35,3 to 4,5 years,sedan,20000 to 29000,pontiac,rural,policy holder,no,no
11482,liability,wednesday,2,jun,400,more than 30,more than 4,no change,external,14,0,26,male,31 to 35,1 vehicle,6 years,sport,30000 to 39000,pontiac,urban,policy holder,no,no
11483,liability,tuesday,3,dec,400,more than 30,1,no change,external,13,0,31,male,31 to 35,1 vehicle,7 years,sport,40000 to 59000,mazda,urban,policy holder,no,no
11484,collision,monday,3,dec,400,15 to 30,none,no change,external,15,0,30,male,31 to 35,1 vehicle,5 years,sedan,20000 to 29000,toyota,urban,third party,no,no
11485,collision,monday,3,dec,400,more than 30,1,no change,internal,5,0,27,male,31 to 35,1 vehicle,6 years,sedan,30000 to 39000,toyota,urban,third party,no,no
11486,collision,monday,3,apr,400,more than 30,2 to 4,no change,external,7,0,38,female,36 to 40,1 vehicle,7 years,sedan,less than 20000,honda,urban,third party,no,no
11487,collision,wednesday,3,oct,400,more than 30,2 to 4,no change,external,4,0,37,female,36 to 40,1 vehicle,> 7 years,sedan,less than 20000,toyota,urban,policy holder,no,no
11488,liability,wednesday,3,oct,400,more than 30,none,4 to 8 years,external,10,0,47,male,41 to 50,2 vehicles,> 7 years,sport,more than 69000,vw,urban,policy holder,no,no
11489,collision,tuesday,2,sep,400,more than 30,1,no change,external,15,0,46,male,41 to 50,1 vehicle,> 7 years,sedan,40000 to 59000,chevrolet,urban,third party,no,yes
11490,all perils,monday,2,may,400,more than 30,1,no change,external,9,0,26,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
11491,liability,thursday,4,dec,400,more than 30,2 to 4,no change,external,8,0,27,male,31 to 35,1 vehicle,6 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
11492,collision,tuesday,3,dec,400,more than 30,1,no change,external,4,0,53,male,41 to 50,1 vehicle,> 7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
11493,all perils,friday,2,sep,400,more than 30,none,no change,external,4,0,28,female,31 to 35,1 vehicle,6 years,sedan,40000 to 59000,ford,urban,third party,no,no
11494,all perils,wednesday,3,aug,400,more than 30,1,no change,external,7,0,37,male,36 to 40,1 vehicle,6 years,sedan,20000 to 29000,pontiac,urban,third party,no,no
11495,all perils,wednesday,3,apr,400,more than 30,none,no change,external,10,0,33,male,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,third party,no,no
11496,all perils,wednesday,1,aug,400,more than 30,1,no change,external,1,0,40,male,36 to 40,1 vehicle,7 years,sedan,less than 20000,pontiac,urban,policy holder,no,no
11497,liability,friday,1,may,400,more than 30,2 to 4,no change,external,8,0,34,female,31 to 35,1 vehicle,6 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
11498,collision,tuesday,2,oct,400,more than 30,none,no change,external,16,0,22,male,26 to 30,1 vehicle,5 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
11499,collision,tuesday,3,dec,400,more than 30,2 to 4,no change,external,16,0,43,female,36 to 40,1 vehicle,> 7 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
11500,all perils,monday,3,sep,400,more than 30,none,no change,external,6,0,47,male,41 to 50,1 vehicle,6 years,sedan,20000 to 29000,honda,urban,third party,no,no
11501,collision,friday,1,may,400,more than 30,none,no change,external,11,0,37,male,36 to 40,1 vehicle,7 years,sedan,30000 to 39000,toyota,urban,policy holder,no,no
11502,liability,friday,5,apr,700,more than 30,2 to 4,no change,external,12,0,36,male,36 to 40,1 vehicle,> 7 years,sport,20000 to 29000,chevrolet,rural,third party,no,no
11503,liability,thursday,4,feb,400,more than 30,more than 4,no change,external,7,0,33,male,31 to 35,5 to 8,6 years,sport,20000 to 29000,toyota,urban,policy holder,no,no
11504,collision,monday,4,sep,400,more than 30,1,no change,external,5,0,25,male,26 to 30,1 vehicle,5 years,sedan,20000 to 29000,honda,urban,third party,no,no
11505,liability,wednesday,1,aug,400,more than 30,2 to 4,no change,external,14,0,43,male,36 to 40,1 vehicle,7 years,sport,30000 to 39000,pontiac,urban,policy holder,no,no
11506,collision,tuesday,4,jul,400,more than 30,2 to 4,no change,external,6,0,30,male,31 to 35,1 vehicle,6 years,sedan,more than 69000,chevrolet,urban,third party,no,no
11507,collision,thursday,2,apr,400,more than 30,1,no change,external,3,0,55,male,41 to 50,1 vehicle,7 years,sedan,20000 to 29000,honda,urban,policy holder,no,no
11508,liability,thursday,1,may,400,more than 30,2 to 4,no change,external,11,0,37,male,36 to 40,1 vehicle,6 years,sport,20000 to 29000,toyota,urban,policy holder,no,no
11509,all perils,thursday,2,jun,400,more than 30,none,4 to 8 years,external,10,0,30,female,31 to 35,2 vehicles,7 years,sedan,less than 20000,pontiac,urban,third party,no,no
11510,all perils,tuesday,3,sep,400,more than 30,1,no change,external,12,0,54,male,41 to 50,1 vehicle,> 7 years,sedan,more than 69000,toyota,urban,third party,no,no
11511,collision,thursday,3,aug,400,more than 30,1,no change,external,5,0,32,male,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
11512,collision,monday,1,oct,400,more than 30,none,no change,external,6,0,47,male,41 to 50,1 vehicle,7 years,sedan,20000 to 29000,pontiac,rural,third party,no,no
11513,all perils,thursday,3,apr,400,more than 30,2 to 4,no change,external,10,1,43,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,mazda,urban,policy holder,no,no
11514,liability,tuesday,1,oct,400,more than 30,1,no change,external,16,0,48,male,41 to 50,1 vehicle,7 years,sport,20000 to 29000,chevrolet,urban,policy holder,no,no
11515,liability,tuesday,2,nov,400,more than 30,2 to 4,no change,external,8,0,29,male,31 to 35,1 vehicle,5 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
11516,all perils,tuesday,3,dec,400,more than 30,2 to 4,no change,external,12,0,31,male,31 to 35,1 vehicle,5 years,sedan,30000 to 39000,pontiac,urban,policy holder,no,no
11517,collision,friday,1,jan,400,more than 30,1,no change,external,4,0,20,female,21 to 25,1 vehicle,3 years,sedan,20000 to 29000,toyota,urban,third party,no,no
11518,liability,thursday,1,may,400,more than 30,1,no change,external,9,0,31,female,31 to 35,1 vehicle,6 years,sport,20000 to 29000,vw,urban,policy holder,no,no
11519,liability,thursday,1,may,400,more than 30,2 to 4,no change,external,12,0,40,male,36 to 40,1 vehicle,7 years,sport,30000 to 39000,honda,urban,policy holder,no,no
11520,collision,monday,5,aug,400,more than 30,none,no change,external,2,0,38,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,pontiac,rural,policy holder,no,no
11521,collision,tuesday,2,oct,400,more than 30,2 to 4,no change,external,11,0,28,male,31 to 35,1 vehicle,5 years,sedan,20000 to 29000,pontiac,urban,third party,no,no
11522,liability,monday,2,oct,400,more than 30,more than 4,no change,external,16,0,55,male,41 to 50,3 to 4,> 7 years,sport,30000 to 39000,pontiac,urban,policy holder,no,no
11523,all perils,tuesday,3,apr,400,more than 30,none,no change,external,1,0,50,male,41 to 50,1 vehicle,> 7 years,sedan,40000 to 59000,ford,urban,third party,no,no
11524,collision,thursday,3,sep,400,more than 30,2 to 4,no change,external,4,0,65,male,51 to 65,1 vehicle,> 7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
11525,liability,friday,4,dec,400,more than 30,more than 4,no change,external,8,0,35,female,31 to 35,1 vehicle,7 years,sport,more than 69000,acura,urban,policy holder,no,no
11526,collision,tuesday,2,dec,400,more than 30,more than 4,no change,external,8,0,26,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,toyota,urban,third party,no,no
11527,collision,friday,4,dec,500,more than 30,none,2 to 3 years,external,7,0,42,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
11528,liability,thursday,5,dec,400,more than 30,2 to 4,no change,external,6,0,39,male,36 to 40,1 vehicle,5 years,sport,20000 to 29000,mazda,urban,policy holder,no,no
11529,liability,monday,3,sep,400,more than 30,more than 4,no change,external,16,0,54,male,41 to 50,1 vehicle,7 years,sport,30000 to 39000,honda,urban,policy holder,no,no
11530,collision,tuesday,3,sep,400,more than 30,2 to 4,4 to 8 years,external,7,0,35,male,31 to 35,2 vehicles,6 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
11531,all perils,tuesday,3,may,400,more than 30,1,no change,external,6,0,54,male,41 to 50,1 vehicle,> 7 years,sedan,30000 to 39000,pontiac,urban,third party,no,no
11532,collision,thursday,3,sep,400,8 to 15,none,no change,external,13,0,32,female,31 to 35,1 vehicle,2 years,sport,more than 69000,honda,urban,policy holder,no,no
